"Input.name","Standardized.name","Formula","Exact.mass","Super.class","Main.class","Sub.class","PubChem_CID","ChEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","RefMet_ID"
"Resveratrol","Resveratrol","C14H12O3","228.0786","Polyketides","Aromatic polyketides","Stilbenes","445154","45713","HMDB0003747","LMPK13090005","C03582","LUKBXSAWLPMMSZ-OWOJBTEDSA-N","RM0135294"
"Resveratrol","Resveratrol","C14H12O3","228.0786","Polyketides","Aromatic polyketides","Stilbenes","445154","45713","HMDB0003747","LMPK13090005","C03582","LUKBXSAWLPMMSZ-OWOJBTEDSA-N","RM0135294"
"Xylitol","Xylitol","C5H12O5","152.0685","Carbohydrates","Monosaccharides","Sugar alcohols","6912","17151","HMDB0002917",NA,"C00379","HEBKCHPVOIAQTA-SCDXWVJYSA-N","RM0034160"
"Xylitol","Xylitol","C5H12O5","152.0685","Carbohydrates","Monosaccharides","Sugar alcohols","6912","17151","HMDB0002917",NA,"C00379","HEBKCHPVOIAQTA-SCDXWVJYSA-N","RM0034160"
"Xylitol","Xylitol","C5H12O5","152.0685","Carbohydrates","Monosaccharides","Sugar alcohols","6912","17151","HMDB0002917",NA,"C00379","HEBKCHPVOIAQTA-SCDXWVJYSA-N","RM0034160"
"D-Ribose 5-phosphate","Ribose 5-phosphate","C5H11O8P","230.0192","Carbohydrates","Monosaccharides","Pentose phosphates","439167","52742","HMDB0001548",NA,"C00117","KTVPXOYAKDPRHY-SOOFDHNKSA-N","RM0158596"
"D-Ribose 5-phosphate","Ribose 5-phosphate","C5H11O8P","230.0192","Carbohydrates","Monosaccharides","Pentose phosphates","439167","52742","HMDB0001548",NA,"C00117","KTVPXOYAKDPRHY-SOOFDHNKSA-N","RM0158596"
"D-Ribose 5-phosphate","Ribose 5-phosphate","C5H11O8P","230.0192","Carbohydrates","Monosaccharides","Pentose phosphates","439167","52742","HMDB0001548",NA,"C00117","KTVPXOYAKDPRHY-SOOFDHNKSA-N","RM0158596"
"Rosmarinic acid","Rosmarinic acid","C18H16O8","360.0845","Organic acids","Phenylpropanoids","Cinnamic acids","5281792","50371","HMDB0003572",NA,"C01850","DOUMFZQKYFQNTF-WUTVXBCWSA-N","RM0136237"
"Rosmarinic acid","Rosmarinic acid","C18H16O8","360.0845","Organic acids","Phenylpropanoids","Cinnamic acids","5281792","50371","HMDB0003572",NA,"C01850","DOUMFZQKYFQNTF-WUTVXBCWSA-N","RM0136237"
"Rosmarinic acid","Rosmarinic acid","C18H16O8","360.0845","Organic acids","Phenylpropanoids","Cinnamic acids","5281792","50371","HMDB0003572",NA,"C01850","DOUMFZQKYFQNTF-WUTVXBCWSA-N","RM0136237"
"S-Adenosylmethionine","S-Adenosylmethionine","C15H23N6O5S","399.1451","Nucleic acids","Purines","Other purines","34756","15414","HMDB0001185",NA,"C00019","MEFKEPWMEQBLKI-AIRLBKTGSA-O","RM0138941"
"S-Adenosylmethionine","S-Adenosylmethionine","C15H23N6O5S","399.1451","Nucleic acids","Purines","Other purines","34756","15414","HMDB0001185",NA,"C00019","MEFKEPWMEQBLKI-AIRLBKTGSA-O","RM0138941"
"S-Adenosylmethionine","S-Adenosylmethionine","C15H23N6O5S","399.1451","Nucleic acids","Purines","Other purines","34756","15414","HMDB0001185",NA,"C00019","MEFKEPWMEQBLKI-AIRLBKTGSA-O","RM0138941"
"Sebacic acid","Sebacic acid","C10H18O4","202.1205","Fatty Acyls","Fatty acids","Dicarboxylic acids","5192","41865","HMDB0000792","LMFA01170006","C08277","CXMXRPHRNRROMY-UHFFFAOYSA-N","RM0153047"
"Sebacic acid","Sebacic acid","C10H18O4","202.1205","Fatty Acyls","Fatty acids","Dicarboxylic acids","5192","41865","HMDB0000792","LMFA01170006","C08277","CXMXRPHRNRROMY-UHFFFAOYSA-N","RM0153047"
"Sebacic acid","Sebacic acid","C10H18O4","202.1205","Fatty Acyls","Fatty acids","Dicarboxylic acids","5192","41865","HMDB0000792","LMFA01170006","C08277","CXMXRPHRNRROMY-UHFFFAOYSA-N","RM0153047"
"Sedoheptulose 7-phosphate","Sedoheptulose 7-phosphate","C7H15O10P","290.0403","Carbohydrates","Monosaccharides","Monosaccharide phosphates","165007","15721","HMDB0258206",NA,"C05382","JDTUMPKOJBQPKX-GBNDHIKLSA-N","RM0155901"
"Sedoheptulose 7-phosphate","Sedoheptulose 7-phosphate","C7H15O10P","290.0403","Carbohydrates","Monosaccharides","Monosaccharide phosphates","165007","15721","HMDB0258206",NA,"C05382","JDTUMPKOJBQPKX-GBNDHIKLSA-N","RM0155901"
"Sedoheptulose 7-phosphate","Sedoheptulose 7-phosphate","C7H15O10P","290.0403","Carbohydrates","Monosaccharides","Monosaccharide phosphates","165007","15721","HMDB0258206",NA,"C05382","JDTUMPKOJBQPKX-GBNDHIKLSA-N","RM0155901"
"Shikimic acid","Shikimic acid","C7H10O5","174.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","8742","16119","HMDB0003070",NA,"C00493","JXOHGGNKMLTUBP-HSUXUTPPSA-N","RM0136206"
"Shikimic acid","Shikimic acid","C7H10O5","174.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","8742","16119","HMDB0003070",NA,"C00493","JXOHGGNKMLTUBP-HSUXUTPPSA-N","RM0136206"
"Shikimic acid","Shikimic acid","C7H10O5","174.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","8742","16119","HMDB0003070",NA,"C00493","JXOHGGNKMLTUBP-HSUXUTPPSA-N","RM0136206"
"Sorbitol","Sorbitol","C6H14O6","182.079","Carbohydrates","Monosaccharides","Sugar alcohols","5780","17924","HMDB0000247",NA,"C00794","FBPFZTCFMRRESA-JGWLITMVSA-N","RM0155940"
"Sorbitol","Sorbitol","C6H14O6","182.079","Carbohydrates","Monosaccharides","Sugar alcohols","5780","17924","HMDB0000247",NA,"C00794","FBPFZTCFMRRESA-JGWLITMVSA-N","RM0155940"
"Sorbitol","Sorbitol","C6H14O6","182.079","Carbohydrates","Monosaccharides","Sugar alcohols","5780","17924","HMDB0000247",NA,"C00794","FBPFZTCFMRRESA-JGWLITMVSA-N","RM0155940"
"CAR 18:0","CAR 18:0","C25H49NO4","427.3662","Fatty Acyls","Fatty esters","Acyl carnitines","52922056","84644","HMDB0000848","LMFA07070008",NA,"FNPHNLNTJNMAEE-HSZRJFAPSA-N","RM0153850"
"Sucrose","Sucrose","C12H22O11","342.1162","Carbohydrates","Disaccharides","Disaccharides","5988","17992","HMDB0000258",NA,"C00089","CZMRCDWAGMRECN-UGDNZRGBSA-N","RM0159895"
"Sucrose","Sucrose","C12H22O11","342.1162","Carbohydrates","Disaccharides","Disaccharides","5988","17992","HMDB0000258",NA,"C00089","CZMRCDWAGMRECN-UGDNZRGBSA-N","RM0159895"
"Sucrose","Sucrose","C12H22O11","342.1162","Carbohydrates","Disaccharides","Disaccharides","5988","17992","HMDB0000258",NA,"C00089","CZMRCDWAGMRECN-UGDNZRGBSA-N","RM0159895"
"Syringic acid","Syringic acid","C9H10O5","198.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","10742","68329","HMDB0002085",NA,"C10833","JMSVCTWVEWCHDZ-UHFFFAOYSA-N","RM0013064"
"Syringic acid","Syringic acid","C9H10O5","198.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","10742","68329","HMDB0002085",NA,"C10833","JMSVCTWVEWCHDZ-UHFFFAOYSA-N","RM0013064"
"Syringic acid","Syringic acid","C9H10O5","198.0528","Benzenoids","Benzenes","Hydroxybenzoic acids","10742","68329","HMDB0002085",NA,"C10833","JMSVCTWVEWCHDZ-UHFFFAOYSA-N","RM0013064"
"Taurocyamine","Taurocyamine","C3H9N3O3S","167.0365","Organic acids","Sulfonic acids","Sulfonic acids","68340","17228","HMDB0003584",NA,"C01959","JKLRIMRKZBSSED-UHFFFAOYSA-N","RM0136238"
"Taurocyamine","Taurocyamine","C3H9N3O3S","167.0365","Organic acids","Sulfonic acids","Sulfonic acids","68340","17228","HMDB0003584",NA,"C01959","JKLRIMRKZBSSED-UHFFFAOYSA-N","RM0136238"
"Taurocyamine","Taurocyamine","C3H9N3O3S","167.0365","Organic acids","Sulfonic acids","Sulfonic acids","68340","17228","HMDB0003584",NA,"C01959","JKLRIMRKZBSSED-UHFFFAOYSA-N","RM0136238"
"Taxifolin","Taxifolin","C15H12O7","304.0583","Polyketides","Flavonoids","Flavanonols","439533","17948","HMDB0303943","LMPK12140721",NA,"CXQWRCVTCMQVQX-LSDHHAIUSA-N","RM0041409"
"Taxifolin","Taxifolin","C15H12O7","304.0583","Polyketides","Flavonoids","Flavanonols","439533","17948","HMDB0303943","LMPK12140721",NA,"CXQWRCVTCMQVQX-LSDHHAIUSA-N","RM0041409"
"Taxifolin","Taxifolin","C15H12O7","304.0583","Polyketides","Flavonoids","Flavanonols","439533","17948","HMDB0303943","LMPK12140721",NA,"CXQWRCVTCMQVQX-LSDHHAIUSA-N","RM0041409"
"Thiamine","Thiamine","C12H17N4OS","265.1123","Nucleic acids","Pyrimidines","Thiamines","1130","18385","HMDB0000235",NA,"C00378","JZRWCGZRTZMZEH-UHFFFAOYSA-N","RM0135917"
"Thiamine","Thiamine","C12H17N4OS","265.1123","Nucleic acids","Pyrimidines","Thiamines","1130","18385","HMDB0000235",NA,"C00378","JZRWCGZRTZMZEH-UHFFFAOYSA-N","RM0135917"
"Thiamine","Thiamine","C12H17N4OS","265.1123","Nucleic acids","Pyrimidines","Thiamines","1130","18385","HMDB0000235",NA,"C00378","JZRWCGZRTZMZEH-UHFFFAOYSA-N","RM0135917"
"Thiamine diphosphate","Thiamine diphosphate","C12H19N4O7P2S","425.045","Nucleic acids","Pyrimidines","Thiamines","1132","9532","HMDB0001372",NA,"C00068","AYEKOFBPNLCAJY-UHFFFAOYSA-O","RM0159438"
"Thiamine diphosphate","Thiamine diphosphate","C12H19N4O7P2S","425.045","Nucleic acids","Pyrimidines","Thiamines","1132","9532","HMDB0001372",NA,"C00068","AYEKOFBPNLCAJY-UHFFFAOYSA-O","RM0159438"
"trans-Cinnamic acid","trans-Cinnamic acid","C9H8O2","148.0524","Organic acids","Phenylpropanoids","Cinnamic acids","444539","35697","HMDB0000930",NA,"C00423","WBYWAXJHAXSJNI-VOTSOKGWSA-N","RM0159952"
"trans-Cinnamic acid","trans-Cinnamic acid","C9H8O2","148.0524","Organic acids","Phenylpropanoids","Cinnamic acids","444539","35697","HMDB0000930",NA,"C00423","WBYWAXJHAXSJNI-VOTSOKGWSA-N","RM0159952"
"trans-Cinnamic acid","trans-Cinnamic acid","C9H8O2","148.0524","Organic acids","Phenylpropanoids","Cinnamic acids","444539","35697","HMDB0000930",NA,"C00423","WBYWAXJHAXSJNI-VOTSOKGWSA-N","RM0159952"
"trans-Zeatin","trans-Zeatin","C10H13N5O","219.112","Nucleic acids","Purines","Alkylaminopurines","449093","16522","HMDB0012204",NA,"C00371","UZKQTCBAMSWPJD-FARCUNLSSA-N","RM0049612"
"trans-Zeatin","trans-Zeatin","C10H13N5O","219.112","Nucleic acids","Purines","Alkylaminopurines","449093","16522","HMDB0012204",NA,"C00371","UZKQTCBAMSWPJD-FARCUNLSSA-N","RM0049612"
"trans-Zeatin","trans-Zeatin","C10H13N5O","219.112","Nucleic acids","Purines","Alkylaminopurines","449093","16522","HMDB0012204",NA,"C00371","UZKQTCBAMSWPJD-FARCUNLSSA-N","RM0049612"
"Tryptophan","Tryptophan","C11H12N2O2","204.0899","Organic acids","Amino acids and peptides","Amino acids","6305","16828","HMDB0000929",NA,"C00078","QIVBCDIJIAJPQS-VIFPVBQESA-N","RM0136024"
"Tryptophan","Tryptophan","C11H12N2O2","204.0899","Organic acids","Amino acids and peptides","Amino acids","6305","16828","HMDB0000929",NA,"C00078","QIVBCDIJIAJPQS-VIFPVBQESA-N","RM0136024"
"Tryptophan","Tryptophan","C11H12N2O2","204.0899","Organic acids","Amino acids and peptides","Amino acids","6305","16828","HMDB0000929",NA,"C00078","QIVBCDIJIAJPQS-VIFPVBQESA-N","RM0136024"
"Tyramine","Tyramine","C8H11NO","137.0841","Alkaloids","Tyrosine alkaloids","Phenylethylamines","5610","15760","HMDB0000306",NA,"C00483","DZGWFCGJZKJUFP-UHFFFAOYSA-N","RM0135807"
"Tyramine","Tyramine","C8H11NO","137.0841","Alkaloids","Tyrosine alkaloids","Phenylethylamines","5610","15760","HMDB0000306",NA,"C00483","DZGWFCGJZKJUFP-UHFFFAOYSA-N","RM0135807"
"Tyramine","Tyramine","C8H11NO","137.0841","Alkaloids","Tyrosine alkaloids","Phenylethylamines","5610","15760","HMDB0000306",NA,"C00483","DZGWFCGJZKJUFP-UHFFFAOYSA-N","RM0135807"
"Urocanic acid","Urocanic acid","C6H6N2O2","138.0429","Alkaloids","Histidine alkaloids","Imidazole alkaloids","736715","30817","HMDB0000301",NA,"C00785","LOIYMIARKYCTBW-OWOJBTEDSA-N","RM0135935"
"Urocanic acid","Urocanic acid","C6H6N2O2","138.0429","Alkaloids","Histidine alkaloids","Imidazole alkaloids","736715","30817","HMDB0000301",NA,"C00785","LOIYMIARKYCTBW-OWOJBTEDSA-N","RM0135935"
"Urocanic acid","Urocanic acid","C6H6N2O2","138.0429","Alkaloids","Histidine alkaloids","Imidazole alkaloids","736715","30817","HMDB0000301",NA,"C00785","LOIYMIARKYCTBW-OWOJBTEDSA-N","RM0135935"
"Adenine","Adenine","C5H5N5","135.0545","Nucleic acids","Purines","Aminopurines","190","16708","HMDB0000034",NA,"C00147","GFFGJBXGBJISGV-UHFFFAOYSA-N","RM0049281"
"Adenine","Adenine","C5H5N5","135.0545","Nucleic acids","Purines","Aminopurines","190","16708","HMDB0000034",NA,"C00147","GFFGJBXGBJISGV-UHFFFAOYSA-N","RM0049281"
"Adenine","Adenine","C5H5N5","135.0545","Nucleic acids","Purines","Aminopurines","190","16708","HMDB0000034",NA,"C00147","GFFGJBXGBJISGV-UHFFFAOYSA-N","RM0049281"
"Vitamin C","Vitamin C","C6H8O6","176.0321","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","54670067","29073","HMDB0000044",NA,"C00072","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","RM0118068"
"Vitamin C","Vitamin C","C6H8O6","176.0321","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","54670067","29073","HMDB0000044",NA,"C00072","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","RM0118068"
"Vitamin C","Vitamin C","C6H8O6","176.0321","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","54670067","29073","HMDB0000044",NA,"C00072","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","RM0118068"
"Xanthine","Xanthine","C5H4N4O2","152.0334","Nucleic acids","Purines","Xanthines","1188","17712","HMDB0000292",NA,"C00385","LRFVTYWOQMYALW-UHFFFAOYSA-N","RM0135930"
"Xanthine","Xanthine","C5H4N4O2","152.0334","Nucleic acids","Purines","Xanthines","1188","17712","HMDB0000292",NA,"C00385","LRFVTYWOQMYALW-UHFFFAOYSA-N","RM0135930"
"Xanthine","Xanthine","C5H4N4O2","152.0334","Nucleic acids","Purines","Xanthines","1188","17712","HMDB0000292",NA,"C00385","LRFVTYWOQMYALW-UHFFFAOYSA-N","RM0135930"
"Xanthurenic acid","Xanthurenic acid","C10H7NO4","205.0375","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","5699","10072","HMDB0000881",NA,"C02470","FBZONXHGGPHHIY-UHFFFAOYSA-N","RM0032268"
"Xanthurenic acid","Xanthurenic acid","C10H7NO4","205.0375","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","5699","10072","HMDB0000881",NA,"C02470","FBZONXHGGPHHIY-UHFFFAOYSA-N","RM0032268"
"Xanthurenic acid","Xanthurenic acid","C10H7NO4","205.0375","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids","5699","10072","HMDB0000881",NA,"C02470","FBZONXHGGPHHIY-UHFFFAOYSA-N","RM0032268"
"Xylonic acid","Xylonic acid","C5H10O6","166.0477","Carbohydrates","Monosaccharides","Sugar acids","6602431","48093","HMDB0059750",NA,"C00502","QXKAIJAYHKCRRA-FLRLBIABSA-N","RM0155885"
"Xylonic acid","Xylonic acid","C5H10O6","166.0477","Carbohydrates","Monosaccharides","Sugar acids","6602431","48093","HMDB0059750",NA,"C00502","QXKAIJAYHKCRRA-FLRLBIABSA-N","RM0155885"
"Xylonic acid","Xylonic acid","C5H10O6","166.0477","Carbohydrates","Monosaccharides","Sugar acids","6602431","48093","HMDB0059750",NA,"C00502","QXKAIJAYHKCRRA-FLRLBIABSA-N","RM0155885"
